Algorithm,Target Colors,Avg Time Taken (ms),Avg SSIM,Avg FPS,Samples
Octree-SOM,8,21.816177400251036,0.8698884650133334,46.211622828146446,10
K-Means,8,33.6523809000937,0.8693413018359092,29.71796928727999,10
SOM,8,47.40018480042636,0.8631298275802468,21.1195878718492,10
Octree-K-Means,8,6.483560400374699,0.8478647755727096,160.11461127746838,10
Median-Cut,8,14.85509490048571,0.8303888894900598,67.35421571595495,10
Octree-Euclidean,8,2.8626990999327973,0.576998894851571,448.7196364028815,10
Octree-Baseline,8,3.742496100039716,0.46373623767865996,285.38280162457585,10
Uniform,8,0.1036000005115056,0.1276814626933635,9713.151412800875,10
Shader-Acerola,8,0.24452329926134547,0.0935446503009009,4399.085012602991,10
SOM,16,67.27927220017591,0.9263827420047448,14.872219351370067,10
K-Means,16,54.28989290048776,0.9192826080164045,18.419765551969498,10
Octree-SOM,16,11.7966054007411,0.9183025750777416,85.50473045796068,10
Median-Cut,16,14.82887949932774,0.8999873219161817,67.45466323862959,10
Octree-K-Means,16,6.8960022003011545,0.8755271636112477,149.42434709776643,10
Octree-Euclidean,16,2.057352698102477,0.7787669030824382,520.0303253885991,10
Octree-Baseline,16,3.8582268000027398,0.7093743451912303,295.70460923427163,10
Uniform,16,0.10483309997653116,0.3095119850046412,9673.072129773947,10
Shader-Acerola,16,0.22346009973261965,0.2076661892523633,4624.717008989819,10
SOM,32,90.46656339960464,0.9535625513638898,11.080764510872825,10
Octree-SOM,32,7.115735099796439,0.9522445276048821,141.9514154748585,10
K-Means,32,98.23154949954187,0.950728751665998,10.18049318677827,10
Median-Cut,32,14.893617699635797,0.9356707529593808,67.16294025287232,10
Octree-K-Means,32,8.133636099955766,0.91005975855856,124.85268740218092,10
Octree-Euclidean,32,2.5254385993321193,0.8279569524153171,407.31162524702864,10
Octree-Baseline,32,2.6820630000202073,0.7704873237425788,463.1957564715266,10
Uniform,32,0.10831269974005404,0.3095119850046412,9309.423045622607,10
Shader-Acerola,32,0.2208963996963575,0.2076661892523633,4641.920808591508,10
SOM,64,163.60896300029708,0.9725585590832342,6.113699982038338,10
K-Means,64,190.97026599993114,0.9713465936230626,5.236426120530075,10
Octree-SOM,64,7.252008100476814,0.9662983638890943,141.465650915164,10
Octree-K-Means,64,11.828766399412416,0.9569045402196805,86.66324220110138,10
Median-Cut,64,14.985382200029562,0.9524094768726613,66.75042238759723,10
Octree-Euclidean,64,3.9268009993975284,0.9224128216083158,267.50849294396886,10
Octree-Baseline,64,1.8553027999587357,0.8829113110319747,545.4788220860353,10
Uniform,64,0.11277400008111722,0.4742805139037789,9138.223386603346,10
Shader-Acerola,64,0.21462149961735122,0.3132659144316853,4777.057319893493,10
SOM,128,286.42042290084646,0.9826210035934271,3.492341651917095,10
K-Means,128,384.6398028999829,0.982345213376148,2.5998412663589967,10
Octree-SOM,128,8.635253599277348,0.9727049834666956,120.89599158561398,10
Octree-K-Means,128,14.620155000739032,0.9726150571738584,68.57948305643106,10
Median-Cut,128,15.320662800149876,0.961670850261371,65.29627664672745,10
Octree-Euclidean,128,6.086978200255544,0.9453434602655152,168.5815035438482,10
Octree-Baseline,128,2.1804623000662104,0.9178592214533028,472.5364570904705,10
Uniform,128,0.11084350007877215,0.6009126653323417,9201.120567026082,10
Shader-Acerola,128,0.20932459956384258,0.3958118077323553,4937.515694779884,10
K-Means,256,780.1885940003558,0.9875548822325904,1.281742101172678,10
SOM,256,477.7704443997209,0.9864421327399752,2.0932429635484455,10
Octree-SOM,256,12.486413099759375,0.979229756564887,81.69765979786682,10
Octree-K-Means,256,38.994192999598454,0.9788818685823376,25.702581315524963,10
Median-Cut,256,16.99510209982691,0.9685206417628986,58.848210812153106,10
Octree-Euclidean,256,10.213086100338842,0.9587555592424127,101.04123503530926,10
Octree-Baseline,256,2.6689151999562455,0.9400088797993547,381.79102043815755,10
Uniform,256,0.10899600019911301,0.6917735211901291,9260.518729997246,10
Shader-Acerola,256,0.22278800024650985,0.4523751860868474,4655.423269797378,10
