Resolution,Target Colors,Algorithm,Time Taken (ms),SSIM,Tradeoff Score,Rank,Resolution Normalized,Speed % Behind Best,Accuracy % Behind Best,Tradeoff % Behind Best,Speed Rank,Accuracy Rank,Tradeoff Rank
"(3840, 2160)",8,Octree-K-Means,81.43043249947368,0.8741893512437515,0.4724162647312416,1,3840x2160,3090.433736728422,2.5564471157044615,0.0,4.0,4.0,1.0
"(3840, 2160)",8,Octree-Euclidean,36.060452199672,0.6361996520831661,0.5131268903635835,2,3840x2160,1312.8438192964256,29.084523445023454,8.617532602418388,3.0,6.0,2.0
"(3840, 2160)",8,Octree-Baseline,25.980583099953947,0.526288840853465,0.6121113340534085,3,3840x2160,917.9158611555342,41.33598810926288,29.57033441717753,2.0,7.0,3.0
"(3840, 2160)",8,Median-Cut,459.3326153004455,0.8569872187753406,0.7313276212843252,4,3840x2160,17896.59202649711,4.473922892003266,54.80576683793448,5.0,5.0,4.0
"(3840, 2160)",8,K-Means,1296.84315430095,0.8935010223595053,0.8844290928454355,5,3840x2160,50710.145835266136,0.40382669888657685,87.21393797662506,6.0,2.0,5.0
"(3840, 2160)",8,Octree-SOM,2161.2322409993794,0.8971238479797261,0.9609176660433852,6,3840x2160,84576.79764115412,0.0,103.40486511192685,7.0,1.0,6.0
"(3840, 2160)",8,Uniform,2.552331100378069,0.1992171367520786,1.0,7,3840x2160,0.0,77.79379767902674,111.67772463738135,1.0,8.0,7.0
"(3840, 2160)",8,SOM,2805.3942852006003,0.882855986571423,1.000208952536895,8,3840x2160,109814.9826127592,1.590400415776886,111.72195523494845,8.0,3.0,8.0
"(3840, 2160)",16,Octree-Euclidean,52.96411400122452,0.7989546262170223,0.477949445997485,1,3840x2160,1941.540896735044,14.472202655010152,0.0,3.0,6.0,1.0
"(3840, 2160)",16,Octree-K-Means,90.15898289981124,0.9008844479213488,0.4821063563884309,2,3840x2160,3375.2445928529005,3.560652927315683,0.8697385101619668,4.0,5.0,2.0
